"Apartamento en Arriendo, SANTA BARBARA CENTRAL Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-barbara-central-3-habitaciones-4-banos-0-garajes/2412-388437,$2.200.000,157.0 m2,-74.03368425,4.70016057
"Apartamento en Arriendo, EL NOGAL Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-nogal-1-habitaciones-2-banos-2-garajes/2412-477717,$4.900.000,150.0 m2,-74.05021342,4.66304769
"Apartamento en Arriendo, LOS CEDRITOS Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-los-cedritos-1-habitaciones-1-banos-1-garajes/34-56908,$1.500.000,32.0 m2,-74.04871533,4.72341435
"Apartamento en Arriendo, VILLAS DEL MEDITERRANEO Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-villas-del-mediterraneo-3-habitaciones-2-banos-2-garajes/2412-477738,$2.200.000,106.0 m2,-74.03283115,4.73328177
"Apartamento en Arriendo, FLORIDA BLANCA NORTE Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-florida-blanca-norte-3-habitaciones-2-banos-0-garajes/34-56905,$1.050.000,64.0 m2,-74.10864328,4.69679477
"Apartamento en Arriendo, PARQUES DE LORENA Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-parques-de-lorena-3-habitaciones-4-banos-3-garajes/2671-4635,$3.600.000,148.0 m2,-74.03525862,4.73204692
"Apartamento en Arriendo, A.S.D. Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-a.s.d.-3-habitaciones-4-banos-3-garajes/2529-11227,$6.500.000,220.0 m2,-74.0579092,4.63882634
"Apartamento en Venta Y Arriendo, SANTA BARBARA OCCIDENTAL Bogotá D.C..",http://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-santa-barbara-occidental-2-habitaciones-3-banos-2-garajes/5175-445,$2.200.000,116.0 m2,-74.04433545,4.70175897
"Apartamento en Arriendo, PUENTE LARGO Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-2-habitaciones-2-banos-2-garajes/2529-3464,$1.700.000,78.0 m2,-74.06517797,4.69372262
"Apartamento en Arriendo, PUENTE LARGO Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-3-habitaciones-4-banos-2-garajes/2444-2070,$4.000.000,172.0 m2,-74.06791327,4.70181763
"Apartamento en Arriendo, MODELIA OCCIDENTAL Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-modelia-occidental-1-habitaciones-2-banos-1-garajes/183-12402,$1.178.000,70.0 m2,-74.12598117,4.67035787
"Apartamento en Arriendo, EL SALITRE Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-salitre-2-habitaciones-1-banos-0-garajes/703-1552,$715.000,44.0 m2,-74.08963168,4.75434798
"Apartamento en Venta Y Arriendo, MOLINOS NORTE Bogotá D.C..",http://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-molinos-norte-3-habitaciones-2-banos-2-garajes/920-42147157,$2.090.000,120.0 m2,-74.04442929,4.69281886
"Apartamento en Venta Y Arriendo, CAOBOS SALAZAR Bogotá D.C..",http://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-caobos-salazar-2-habitaciones-2-banos-1-garajes/2444-2071,$1.600.000,81.0 m2,-74.03392922,4.72709532
"Apartamento en Arriendo, PUENTE LARGO Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-puente-largo-3-habitaciones-4-banos-2-garajes/2444-2081,$4.000.000,125.0 m2,-74.06791327,4.70181763
"Apartamento en Arriendo, ANTIGUO COUNTRY Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-antiguo-country-4-habitaciones-3-banos-1-garajes/2361-78120,$3.000.000,118.0 m2,-74.05633105,4.67331883
"Apartamento en Arriendo, IBERIA Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-iberia-2-habitaciones-2-banos-1-garajes/771-8798,$1.380.000,64.0 m2,-74.06841361,4.7280477
"Apartamento en Arriendo, SANTA TERESA Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-santa-teresa-3-habitaciones-2-banos-2-garajes/2444-2073,$1.473.000,87.0 m2,-74.02412421,4.74576041
"Apartamento en Arriendo, CAOBOS SALAZAR Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-caobos-salazar-3-habitaciones-3-banos-2-garajes/2444-2082,$2.200.000,105.0 m2,-74.03267765,4.72574744
"Apartamento en Arriendo, CHICO NORTE III Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-chico-norte-iii-2-habitaciones-2-banos-2-garajes/5175-447,$4.500.000,100.0 m2,-74.05101768,4.68170409
"Apartamento en Arriendo, CASA BLANCA SUBA Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-casa-blanca-suba-3-habitaciones-3-banos-2-garajes/164-17168,$1.800.000,100.0 m2,-74.07037167,4.75641205
"Apartamento en Venta Y Arriendo, NUEVA GRANADA Bogotá D.C..",http://www.metrocuadrado.com/inmueble/venta-apartamento-bogota-nueva-granada-2-habitaciones-2-banos-1-garajes/5175-448,$1.900.000,81.0 m2,-74.05468861,4.64560938
"Apartamento en Arriendo, LAS ACACIAS Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-las-acacias-2-habitaciones-3-banos-2-garajes/920-42147158,$3.800.000,123.0 m2,-74.05184105,4.65073123
"Apartamento en Arriendo, EL RECUERDO Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-el-recuerdo-3-habitaciones-1-banos-1-garajes/526-39740,$1.700.000,75.0 m2,-74.09056782,4.63317635
"Apartamento en Arriendo, MOLINOS NORTE Bogotá D.C..",http://www.metrocuadrado.com/inmueble/arriendo-apartamento-bogota-molinos-norte-2-habitaciones-3-banos-2-garajes/826-21738,$2.100.000,97.0 m2,-74.04202278,4.69439076
